,timeframe,edges,,,timeframe,edges,,Row Labels,Count of edges,,,DEU_B_1 - MEX_B_1,70
734,2015-09-17 - 2018-08-02,MEX_B_1 - JPN_B_1,,,2015-09-17 - 2018-08-02,MEX_B_1 - JPN_B_1,,,,,,,
735,2015-09-24 - 2018-08-09, - ,,,2015-09-24 - 2018-08-09, - ,,,,,,,
736,2015-10-01 - 2018-08-16, - ,,,2015-10-01 - 2018-08-16, - ,,,,,,,
737,2015-10-08 - 2018-08-23, - ,,,2015-10-08 - 2018-08-23, - ,,,,,,,
738,2015-10-15 - 2018-08-30, - ,,,2015-10-15 - 2018-08-30, - ,,,,,,,
739,2015-10-22 - 2018-09-06, - ,,,2015-10-22 - 2018-09-06, - ,,,,,,,
740,2015-10-29 - 2018-09-13, - ,,,2015-10-29 - 2018-09-13, - ,,,,,,,
741,2015-11-05 - 2018-09-20, - ,,,2015-11-05 - 2018-09-20, - ,,,,,,,
742,2015-11-12 - 2018-09-27, - ,,,2015-11-12 - 2018-09-27, - ,,,,,,,
743,2015-11-19 - 2018-10-04,MEX_B_1 - JPN_B_1,,,2015-11-19 - 2018-10-04,MEX_B_1 - JPN_B_1,,,,,,,
744,2015-11-26 - 2018-10-11,MEX_B_1 - JPN_B_1,,,2015-11-26 - 2018-10-11,MEX_B_1 - JPN_B_1,,,,,,,
745,2015-12-03 - 2018-10-18,MEX_B_1 - JPN_B_1,,,2015-12-03 - 2018-10-18,MEX_B_1 - JPN_B_1,,,,,,,
746,2015-12-10 - 2018-10-25,MEX_B_1 - JPN_B_1,,,2015-12-10 - 2018-10-25,MEX_B_1 - JPN_B_1,,,,,,,
747,2015-12-17 - 2018-11-01, - ,,,2015-12-17 - 2018-11-01, - ,,,,,,,
748,2015-12-24 - 2018-11-08,CHN_B_1 - AUS_B_1,,,2015-12-24 - 2018-11-08,CHN_B_1 - AUS_B_1,,,,,,,
749,2015-12-24 - 2018-11-08,MEX_B_1 - JPN_B_1,,,2015-12-24 - 2018-11-08,MEX_B_1 - JPN_B_1,,,,,,,
750,2015-12-31 - 2018-11-15,MEX_B_1 - JPN_B_1,,,2015-12-31 - 2018-11-15,MEX_B_1 - JPN_B_1,,,,,,,
751,2016-01-07 - 2018-11-22,CHN_B_1 - AUS_B_1,,,2016-01-07 - 2018-11-22,CHN_B_1 - AUS_B_1,,,,,,,
752,2016-01-07 - 2018-11-22,MEX_B_1 - JPN_B_1,,,2016-01-07 - 2018-11-22,MEX_B_1 - JPN_B_1,,,,,,,
753,2016-01-14 - 2018-11-29,CHN_B_1 - AUS_B_1,,,2016-01-14 - 2018-11-29,CHN_B_1 - AUS_B_1,,,,,,,
754,2016-01-14 - 2018-11-29,MEX_B_1 - JPN_B_1,,,2016-01-14 - 2018-11-29,MEX_B_1 - JPN_B_1,,,,,,,
755,2016-01-21 - 2018-12-06,CHN_B_1 - AUS_B_1,,,2016-01-21 - 2018-12-06,CHN_B_1 - AUS_B_1,,,,,,,
756,2016-01-21 - 2018-12-06,MEX_B_1 - JPN_B_1,,,2016-01-21 - 2018-12-06,MEX_B_1 - JPN_B_1,,,,,,,
757,2016-01-28 - 2018-12-13,MEX_B_1 - JPN_B_1,,,2016-01-28 - 2018-12-13,MEX_B_1 - JPN_B_1,,,,,,,
758,2016-02-04 - 2018-12-20,MEX_B_1 - JPN_B_1,,,2016-02-04 - 2018-12-20,MEX_B_1 - JPN_B_1,,,,,,,
759,2016-02-11 - 2018-12-27, - ,,,2016-02-11 - 2018-12-27, - ,,,,,,,
760,2016-02-18 - 2019-01-03, - ,,,2016-02-18 - 2019-01-03, - ,,,,,,,
761,2016-02-25 - 2019-01-10, - ,,,2016-02-25 - 2019-01-10, - ,,,,,,,
762,2016-03-03 - 2019-01-17, - ,,,2016-03-03 - 2019-01-17, - ,,,,,,,
763,2016-03-10 - 2019-01-24, - ,,,2016-03-10 - 2019-01-24, - ,,,,,,,
764,2016-03-17 - 2019-01-31,NOR_B_1 - JPN_B_1,,,2016-03-17 - 2019-01-31,NOR_B_1 - JPN_B_1,,,,,,,
765,2016-03-24 - 2019-02-07, - ,,,2016-03-24 - 2019-02-07, - ,,,,,,,
766,2016-03-31 - 2019-02-14, - ,,,2016-03-31 - 2019-02-14, - ,,,,,,,
767,2016-04-07 - 2019-02-21, - ,,,2016-04-07 - 2019-02-21, - ,,,,,,,
768,2016-04-14 - 2019-02-28, - ,,,2016-04-14 - 2019-02-28, - ,,,,,,,
769,2016-04-21 - 2019-03-07, - ,,,2016-04-21 - 2019-03-07, - ,,,,,,,
770,2016-04-28 - 2019-03-14, - ,,,2016-04-28 - 2019-03-14, - ,,,,,,,
771,2016-05-05 - 2019-03-21, - ,,,2016-05-05 - 2019-03-21, - ,,,,,,,
772,2016-05-12 - 2019-03-28, - ,,,2016-05-12 - 2019-03-28, - ,,,,,,,
773,2016-05-19 - 2019-04-04, - ,,,2016-05-19 - 2019-04-04, - ,,,,,,,
774,2016-05-26 - 2019-04-11, - ,,,2016-05-26 - 2019-04-11, - ,,,,,,,
775,2016-06-02 - 2019-04-18, - ,,,2016-06-02 - 2019-04-18, - ,,,,,,,
776,2016-06-09 - 2019-04-25, - ,,,2016-06-09 - 2019-04-25, - ,,,,,,,
777,2016-06-16 - 2019-05-02, - ,,,2016-06-16 - 2019-05-02, - ,,,,,,,
778,2016-06-23 - 2019-05-09,MEX_B_1 - FRA_B_1,,,2016-06-23 - 2019-05-09,MEX_B_1 - FRA_B_1,,,,,,,
779,2016-06-30 - 2019-05-16,MEX_B_1 - FRA_B_1,,,2016-06-30 - 2019-05-16,MEX_B_1 - FRA_B_1,,,,,,,
780,2016-07-07 - 2019-05-23,MEX_B_1 - FRA_B_1,,,2016-07-07 - 2019-05-23,MEX_B_1 - FRA_B_1,,,,,,,
781,2016-07-14 - 2019-05-30,MEX_B_1 - FRA_B_1,,,2016-07-14 - 2019-05-30,MEX_B_1 - FRA_B_1,,,,,,,
782,2016-07-21 - 2019-06-06,MEX_B_1 - FRA_B_1,,,2016-07-21 - 2019-06-06,MEX_B_1 - FRA_B_1,,,,,,,
783,2016-07-28 - 2019-06-13,MEX_B_1 - FRA_B_1,,,2016-07-28 - 2019-06-13,MEX_B_1 - FRA_B_1,,,,,,,
784,2016-08-04 - 2019-06-20,MEX_B_1 - FRA_B_1,,,2016-08-04 - 2019-06-20,MEX_B_1 - FRA_B_1,,,,,,,
785,2016-08-04 - 2019-06-20,USA_B_1 - MEX_B_1,,,2016-08-04 - 2019-06-20,USA_B_1 - MEX_B_1,,,,,,,
786,2016-08-11 - 2019-06-27,MEX_B_1 - FRA_B_1,,,2016-08-11 - 2019-06-27,MEX_B_1 - FRA_B_1,,,,,,,
787,2016-08-18 - 2019-07-04,MEX_B_1 - FRA_B_1,,,2016-08-18 - 2019-07-04,MEX_B_1 - FRA_B_1,,,,,,,
788,2016-08-25 - 2019-07-11,MEX_B_1 - FRA_B_1,,,2016-08-25 - 2019-07-11,MEX_B_1 - FRA_B_1,,,,,,,
789,2016-09-01 - 2019-07-18,MEX_B_1 - FRA_B_1,,,2016-09-01 - 2019-07-18,MEX_B_1 - FRA_B_1,,,,,,,
790,2016-09-01 - 2019-07-18,USA_B_1 - MEX_B_1,,,2016-09-01 - 2019-07-18,USA_B_1 - MEX_B_1,,,,,,,
791,2016-09-08 - 2019-07-25,MEX_B_1 - FRA_B_1,,,2016-09-08 - 2019-07-25,MEX_B_1 - FRA_B_1,,,,,,,
792,2016-09-15 - 2019-08-01,MEX_B_1 - FRA_B_1,,,2016-09-15 - 2019-08-01,MEX_B_1 - FRA_B_1,,,,,,,
793,2016-09-22 - 2019-08-08,MEX_B_1 - FRA_B_1,,,2016-09-22 - 2019-08-08,MEX_B_1 - FRA_B_1,,,,,,,
794,2016-09-22 - 2019-08-08,USA_B_1 - MEX_B_1,,,2016-09-22 - 2019-08-08,USA_B_1 - MEX_B_1,,,,,,,
795,2016-09-29 - 2019-08-15,MEX_B_1 - FRA_B_1,,,2016-09-29 - 2019-08-15,MEX_B_1 - FRA_B_1,,,,,,,
796,2016-10-06 - 2019-08-22,MEX_B_1 - FRA_B_1,,,2016-10-06 - 2019-08-22,MEX_B_1 - FRA_B_1,,,,,,,
797,2016-10-13 - 2019-08-29,MEX_B_1 - FRA_B_1,,,2016-10-13 - 2019-08-29,MEX_B_1 - FRA_B_1,,,,,,,
798,2016-10-13 - 2019-08-29,USA_B_1 - MEX_B_1,,,2016-10-13 - 2019-08-29,USA_B_1 - MEX_B_1,,,,,,,
799,2016-10-20 - 2019-09-05,MEX_B_1 - FRA_B_1,,,2016-10-20 - 2019-09-05,MEX_B_1 - FRA_B_1,,,,,,,
800,2016-10-20 - 2019-09-05,USA_B_1 - MEX_B_1,,,2016-10-20 - 2019-09-05,USA_B_1 - MEX_B_1,,,,,,,
801,2016-10-27 - 2019-09-12, - ,,,2016-10-27 - 2019-09-12, - ,,,,,,,
802,2016-11-03 - 2019-09-19,CAN_B_1 - AUS_B_1,,,2016-11-03 - 2019-09-19,CAN_B_1 - AUS_B_1,,,,,,,
803,2016-11-10 - 2019-09-26,CAN_B_1 - AUS_B_1,,,2016-11-10 - 2019-09-26,CAN_B_1 - AUS_B_1,,,,,,,
804,2016-11-17 - 2019-10-03,CAN_B_1 - AUS_B_1,,,2016-11-17 - 2019-10-03,CAN_B_1 - AUS_B_1,,,,,,,
805,2016-11-24 - 2019-10-10,CAN_B_1 - AUS_B_1,,,2016-11-24 - 2019-10-10,CAN_B_1 - AUS_B_1,,,,,,,
806,2016-11-24 - 2019-10-10,USA_B_1 - MEX_B_1,,,2016-11-24 - 2019-10-10,USA_B_1 - MEX_B_1,,,,,,,
807,2016-12-01 - 2019-10-17,CAN_B_1 - AUS_B_1,,,2016-12-01 - 2019-10-17,CAN_B_1 - AUS_B_1,,,,,,,
808,2016-12-08 - 2019-10-24,CAN_B_1 - AUS_B_1,,,2016-12-08 - 2019-10-24,CAN_B_1 - AUS_B_1,,,,,,,
809,2016-12-15 - 2019-10-31,CAN_B_1 - AUS_B_1,,,2016-12-15 - 2019-10-31,CAN_B_1 - AUS_B_1,,,,,,,
810,2016-12-22 - 2019-11-07, - ,,,2016-12-22 - 2019-11-07, - ,,,,,,,
811,2016-12-29 - 2019-11-14,CAN_B_1 - AUS_B_1,,,2016-12-29 - 2019-11-14,CAN_B_1 - AUS_B_1,,,,,,,
812,2017-01-05 - 2019-11-21,CAN_B_1 - AUS_B_1,,,2017-01-05 - 2019-11-21,CAN_B_1 - AUS_B_1,,,,,,,
813,2017-01-12 - 2019-11-28,CAN_B_1 - AUS_B_1,,,2017-01-12 - 2019-11-28,CAN_B_1 - AUS_B_1,,,,,,,
814,2017-01-19 - 2019-12-05,CAN_B_1 - AUS_B_1,,,2017-01-19 - 2019-12-05,CAN_B_1 - AUS_B_1,,,,,,,
815,2017-01-26 - 2019-12-12,CAN_B_1 - AUS_B_1,,,2017-01-26 - 2019-12-12,CAN_B_1 - AUS_B_1,,,,,,,
816,2017-02-02 - 2019-12-19,CAN_B_1 - AUS_B_1,,,2017-02-02 - 2019-12-19,CAN_B_1 - AUS_B_1,,,,,,,
817,2017-02-09 - 2019-12-26, - ,,,2017-02-09 - 2019-12-26, - ,,,,,,,
